response_id,condition,network,full_rs_info,measure_type,retrieval_practice,rs_level,rs_level_num,belief_change,belief_increase,retrieval_practice_positive,missing_data
R_zYD2PST2QQEe7HX,1,5,rs_rpneg_pos4,rs,rpneg,pos4,4,-1.18212012474714,0,0,0
R_3in8JzcIS0lgZLp,1,7,rs_all_neg4,rs,all,neg4,-4,,,,1
R_3in8JzcIS0lgZLp,1,7,rs_all_neg3,rs,all,neg3,-3,-0.014041545553978,0,,0
R_3in8JzcIS0lgZLp,1,7,rs_all_neg2,rs,all,neg2,-2,0.0240944129516287,1,,0
R_3in8JzcIS0lgZLp,1,7,rs_all_neg1,rs,all,neg1,-1,0.288970611405886,1,,0
R_3in8JzcIS0lgZLp,1,7,rs_all_zero,rs,all,zero,0,-0.999349933444783,0,,0
R_3in8JzcIS0lgZLp,1,7,rs_all_pos1,rs,all,pos1,1,-0.22275156179232,0,,0
R_3in8JzcIS0lgZLp,1,7,rs_all_pos2,rs,all,pos2,2,-0.487627760246577,0,,0
R_3in8JzcIS0lgZLp,1,7,rs_all_pos3,rs,all,pos3,3,0.620065859473707,1,,0
R_3in8JzcIS0lgZLp,1,7,rs_all_pos4,rs,all,pos4,4,,,,1
R_3in8JzcIS0lgZLp,1,7,rs_rppos_neg4,rs,rppos,neg4,-4,,,1,1
R_3in8JzcIS0lgZLp,1,7,rs_rppos_neg3,rs,rppos,neg3,-3,,,1,1
R_3in8JzcIS0lgZLp,1,7,rs_rppos_neg2,rs,rppos,neg2,-2,,,1,1
R_3in8JzcIS0lgZLp,1,7,rs_rppos_neg1,rs,rppos,neg1,-1,0.478612648391424,1,1,0
R_3in8JzcIS0lgZLp,1,7,rs_rppos_zero,rs,rppos,zero,0,-0.999349933444783,0,1,0
R_3in8JzcIS0lgZLp,1,7,rs_rppos_pos1,rs,rppos,pos1,1,-0.0903134625651918,0,1,0
R_3in8JzcIS0lgZLp,1,7,rs_rppos_pos2,rs,rppos,pos2,2,-0.0903134625651918,0,1,0
R_3in8JzcIS0lgZLp,1,7,rs_rppos_pos3,rs,rppos,pos3,3,-0.0903134625651918,0,1,0
R_3in8JzcIS0lgZLp,1,7,rs_rppos_pos4,rs,rppos,pos4,4,,,1,1
R_3in8JzcIS0lgZLp,1,7,rs_rpneg_neg4,rs,rpneg,neg4,-4,,,0,1
R_3in8JzcIS0lgZLp,1,7,rs_rpneg_neg3,rs,rpneg,neg3,-3,-0.014041545553978,0,0,0
R_3in8JzcIS0lgZLp,1,7,rs_rpneg_neg2,rs,rpneg,neg2,-2,0.0240944129516287,1,0,0
R_3in8JzcIS0lgZLp,1,7,rs_rpneg_neg1,rs,rpneg,neg1,-1,-0.0903134625651918,0,0,0
R_3in8JzcIS0lgZLp,1,7,rs_rpneg_zero,rs,rpneg,zero,0,,,0,1
R_3in8JzcIS0lgZLp,1,7,rs_rpneg_pos1,rs,rpneg,pos1,1,-0.288970611405884,0,0,0
R_3in8JzcIS0lgZLp,1,7,rs_rpneg_pos2,rs,rpneg,pos2,2,-0.884942057927962,0,0,0
R_3in8JzcIS0lgZLp,1,7,rs_rpneg_pos3,rs,rpneg,pos3,3,1.3304451815126,1,0,0
R_3in8JzcIS0lgZLp,1,7,rs_rpneg_pos4,rs,rpneg,pos4,4,,,0,1
R_1isU2ZTHQlG82Kh,1,7,rs_all_neg4,rs,all,neg4,-4,,,,1
R_1isU2ZTHQlG82Kh,1,7,rs_all_neg3,rs,all,neg3,-3,0.498652860445056,1,,0
R_1isU2ZTHQlG82Kh,1,7,rs_all_neg2,rs,all,neg2,-2,1.14178263686676,1,,0
R_1isU2ZTHQlG82Kh,1,7,rs_all_neg1,rs,all,neg1,-1,-0.775699812596849,0,,0
R_1isU2ZTHQlG82Kh,1,7,rs_all_zero,rs,all,zero,0,0.891659027464891,1,,0
R_1isU2ZTHQlG82Kh,1,7,rs_all_pos1,rs,all,pos1,1,-0.126616596274399,0,,0
R_1isU2ZTHQlG82Kh,1,7,rs_all_pos2,rs,all,pos2,2,-1.16873235747349,0,,0
R_1isU2ZTHQlG82Kh,1,7,rs_all_pos3,rs,all,pos3,3,0.0954521012482846,1,,0
R_1isU2ZTHQlG82Kh,1,7,rs_all_pos4,rs,all,pos4,4,,,,1
R_1isU2ZTHQlG82Kh,1,7,rs_rppos_neg4,rs,rppos,neg4,-4,,,1,1
R_1isU2ZTHQlG82Kh,1,7,rs_rppos_neg3,rs,rppos,neg3,-3,,,1,1
R_1isU2ZTHQlG82Kh,1,7,rs_rppos_neg2,rs,rppos,neg2,-2,1.14178263686676,1,1,0
R_1isU2ZTHQlG82Kh,1,7,rs_rppos_neg1,rs,rppos,neg1,-1,0.284329024018105,1,1,0
R_1isU2ZTHQlG82Kh,1,7,rs_rppos_zero,rs,rppos,zero,0,,,1,1
R_1isU2ZTHQlG82Kh,1,7,rs_rppos_pos1,rs,rppos,pos1,1,-0.126616596274399,0,1,0
R_1isU2ZTHQlG82Kh,1,7,rs_rppos_pos2,rs,rppos,pos2,2,0.605973045799379,1,1,0
R_1isU2ZTHQlG82Kh,1,7,rs_rppos_pos3,rs,rppos,pos3,3,0.0222194012443173,1,1,0
R_1isU2ZTHQlG82Kh,1,7,rs_rppos_pos4,rs,rppos,pos4,4,,,1,1
R_1isU2ZTHQlG82Kh,1,7,rs_rpneg_neg4,rs,rpneg,neg4,-4,,,0,1
R_1isU2ZTHQlG82Kh,1,7,rs_rpneg_neg3,rs,rpneg,neg3,-3,0.498652860445056,1,0,0
R_1isU2ZTHQlG82Kh,1,7,rs_rpneg_neg2,rs,rpneg,neg2,-2,,,0,1
R_1isU2ZTHQlG82Kh,1,7,rs_rpneg_neg1,rs,rpneg,neg1,-1,-1.30571423090433,0,0,0
R_1isU2ZTHQlG82Kh,1,7,rs_rpneg_zero,rs,rpneg,zero,0,0.891659027464891,1,0,0
R_1isU2ZTHQlG82Kh,1,7,rs_rpneg_pos1,rs,rpneg,pos1,1,,,0,1
R_1isU2ZTHQlG82Kh,1,7,rs_rpneg_pos2,rs,rpneg,pos2,2,-2.05608505910993,0,0,0
R_1isU2ZTHQlG82Kh,1,7,rs_rpneg_pos3,rs,rpneg,pos3,3,0.15037662625126,1,0,0
R_1isU2ZTHQlG82Kh,1,7,rs_rpneg_pos4,rs,rpneg,pos4,4,,,0,1
R_danMMoN6dkBEMMx,1,7,rs_all_neg4,rs,all,neg4,-4,,,,1
R_danMMoN6dkBEMMx,1,7,rs_all_neg3,rs,all,neg3,-3,-0.290480393532056,0,,0
R_danMMoN6dkBEMMx,1,7,rs_all_neg2,rs,all,neg2,-2,-1.1546072755982,0,,0
R_danMMoN6dkBEMMx,1,7,rs_all_neg1,rs,all,neg1,-1,0.545875910435766,1,,0
R_danMMoN6dkBEMMx,1,7,rs_all_zero,rs,all,zero,0,1.40836922908436,1,,0
R_danMMoN6dkBEMMx,1,7,rs_all_pos1,rs,all,pos1,1,-0.0850668352295836,0,,0
R_danMMoN6dkBEMMx,1,7,rs_all_pos2,rs,all,pos2,2,0.13668235724837,1,,0
R_danMMoN6dkBEMMx,1,7,rs_all_pos3,rs,all,pos3,3,0.131781666995726,1,,0
R_danMMoN6dkBEMMx,1,7,rs_all_pos4,rs,all,pos4,4,,,,1
R_danMMoN6dkBEMMx,1,7,rs_rppos_neg4,rs,rppos,neg4,-4,,,1,1
R_danMMoN6dkBEMMx,1,7,rs_rppos_neg3,rs,rppos,neg3,-3,1.40836922908436,1,1,0
R_danMMoN6dkBEMMx,1,7,rs_rppos_neg2,rs,rppos,neg2,-2,,,1,1
R_danMMoN6dkBEMMx,1,7,rs_rppos_neg1,rs,rppos,neg1,-1,2.25616047697502,1,1,0
R_danMMoN6dkBEMMx,1,7,rs_rppos_zero,rs,rppos,zero,0,1.40836922908436,1,1,0
R_danMMoN6dkBEMMx,1,7,rs_rppos_pos1,rs,rppos,pos1,1,0.984473605139029,1,1,0
R_danMMoN6dkBEMMx,1,7,rs_rppos_pos2,rs,rppos,pos2,2,0.560577981193699,1,1,0
R_danMMoN6dkBEMMx,1,7,rs_rppos_pos3,rs,rppos,pos3,3,0.13668235724837,1,1,0
R_danMMoN6dkBEMMx,1,7,rs_rppos_pos4,rs,rppos,pos4,4,,,1,1
R_danMMoN6dkBEMMx,1,7,rs_rpneg_neg4,rs,rpneg,neg4,-4,,,0,1
R_danMMoN6dkBEMMx,1,7,rs_rpneg_neg3,rs,rpneg,neg3,-3,-0.630250318055338,0,0,0
R_danMMoN6dkBEMMx,1,7,rs_rpneg_neg2,rs,rpneg,neg2,-2,-1.1546072755982,0,0,0
R_danMMoN6dkBEMMx,1,7,rs_rpneg_neg1,rs,rpneg,neg1,-1,-0.0242189450773177,0,0,0
R_danMMoN6dkBEMMx,1,7,rs_rpneg_zero,rs,rpneg,zero,0,,,0,1
R_danMMoN6dkBEMMx,1,7,rs_rpneg_pos1,rs,rpneg,pos1,1,-1.1546072755982,0,0,0
R_danMMoN6dkBEMMx,1,7,rs_rpneg_pos2,rs,rpneg,pos2,2,-0.287213266696959,0,0,0
R_danMMoN6dkBEMMx,1,7,rs_rpneg_pos3,rs,rpneg,pos3,3,0.126880976743081,1,0,0
R_danMMoN6dkBEMMx,1,7,rs_rpneg_pos4,rs,rpneg,pos4,4,,,0,1
R_uvVf9uP3O8XgDHr,1,7,rs_all_neg4,rs,all,neg4,-4,-0.163816539269221,0,,0
R_uvVf9uP3O8XgDHr,1,7,rs_all_neg3,rs,all,neg3,-3,0.0593624456445474,1,,0
R_uvVf9uP3O8XgDHr,1,7,rs_all_neg2,rs,all,neg2,-2,-0.592666282202103,0,,0
R_uvVf9uP3O8XgDHr,1,7,rs_all_neg1,rs,all,neg1,-1,-0.318069607783556,0,,0
R_uvVf9uP3O8XgDHr,1,7,rs_all_zero,rs,all,zero,0,-0.266651918278778,0,,0
R_uvVf9uP3O8XgDHr,1,7,rs_all_pos1,rs,all,pos1,1,-0.02990914832096,0,,0
R_uvVf9uP3O8XgDHr,1,7,rs_all_pos2,rs,all,pos2,2,-0.163816539269221,0,,0
R_uvVf9uP3O8XgDHr,1,7,rs_all_pos3,rs,all,pos3,3,0.353102379729988,1,,0
R_uvVf9uP3O8XgDHr,1,7,rs_all_pos4,rs,all,pos4,4,1.19165860592886,1,,0
R_uvVf9uP3O8XgDHr,1,7,rs_rppos_neg4,rs,rppos,neg4,-4,,,1,1
R_uvVf9uP3O8XgDHr,1,7,rs_rppos_neg3,rs,rppos,neg3,-3,0.0593624456445474,1,1,0
R_uvVf9uP3O8XgDHr,1,7,rs_rppos_neg2,rs,rppos,neg2,-2,,,1,1
R_uvVf9uP3O8XgDHr,1,7,rs_rppos_neg1,rs,rppos,neg1,-1,,,1,1
R_uvVf9uP3O8XgDHr,1,7,rs_rppos_zero,rs,rppos,zero,0,0.0593624456445474,1,1,0
R_uvVf9uP3O8XgDHr,1,7,rs_rppos_pos1,rs,rppos,pos1,1,0.0593624456445474,1,1,0
R_uvVf9uP3O8XgDHr,1,7,rs_rppos_pos2,rs,rppos,pos2,2,-0.163816539269221,0,1,0
R_uvVf9uP3O8XgDHr,1,7,rs_rppos_pos3,rs,rppos,pos3,3,1.19165860592886,1,1,0
R_uvVf9uP3O8XgDHr,1,7,rs_rppos_pos4,rs,rppos,pos4,4,1.19165860592886,1,1,0
R_uvVf9uP3O8XgDHr,1,7,rs_rpneg_neg4,rs,rpneg,neg4,-4,-0.163816539269221,0,0,0
R_uvVf9uP3O8XgDHr,1,7,rs_rpneg_neg3,rs,rpneg,neg3,-3,,,0,1
R_uvVf9uP3O8XgDHr,1,7,rs_rpneg_neg2,rs,rpneg,neg2,-2,-0.592666282202103,0,0,0
R_uvVf9uP3O8XgDHr,1,7,rs_rpneg_neg1,rs,rpneg,neg1,-1,-0.318069607783556,0,0,0
R_uvVf9uP3O8XgDHr,1,7,rs_rpneg_zero,rs,rpneg,zero,0,-0.429659100240441,0,0,0
R_uvVf9uP3O8XgDHr,1,7,rs_rpneg_pos1,rs,rpneg,pos1,1,-0.0522270468123369,0,0,0
R_uvVf9uP3O8XgDHr,1,7,rs_rpneg_pos2,rs,rpneg,pos2,2,-0.163816539269221,0,0,0
R_uvVf9uP3O8XgDHr,1,7,rs_rpneg_pos3,rs,rpneg,pos3,3,-0.485453846468883,0,0,0
R_uvVf9uP3O8XgDHr,1,7,rs_rpneg_pos4,rs,rpneg,pos4,4,,,0,1
R_2uDJe0McpP9GQHH,1,7,rs_all_neg4,rs,all,neg4,-4,-0.942227114654618,0,,0
R_2uDJe0McpP9GQHH,1,7,rs_all_neg3,rs,all,neg3,-3,,,,1
R_2uDJe0McpP9GQHH,1,7,rs_all_neg2,rs,all,neg2,-2,-0.0773634023610425,0,,0
R_2uDJe0McpP9GQHH,1,7,rs_all_neg1,rs,all,neg1,-1,,,,1
R_2uDJe0McpP9GQHH,1,7,rs_all_zero,rs,all,zero,0,-0.540509514680212,0,,0
R_2uDJe0McpP9GQHH,1,7,rs_all_pos1,rs,all,pos1,1,,,,1
R_2uDJe0McpP9GQHH,1,7,rs_all_pos2,rs,all,pos2,2,0.749001224718811,1,,0
R_2uDJe0McpP9GQHH,1,7,rs_all_pos3,rs,all,pos3,3,,,,1
R_2uDJe0McpP9GQHH,1,7,rs_all_pos4,rs,all,pos4,4,0.189941934322079,1,,0
R_2uDJe0McpP9GQHH,1,7,rs_rppos_neg4,rs,rppos,neg4,-4,,,1,1
R_2uDJe0McpP9GQHH,1,7,rs_rppos_neg3,rs,rppos,neg3,-3,,,1,1
R_2uDJe0McpP9GQHH,1,7,rs_rppos_neg2,rs,rppos,neg2,-2,-1.19128651360111,0,1,0
R_2uDJe0McpP9GQHH,1,7,rs_rppos_neg1,rs,rppos,neg1,-1,,,1,1
R_2uDJe0McpP9GQHH,1,7,rs_rppos_zero,rs,rppos,zero,0,,,1,1
R_2uDJe0McpP9GQHH,1,7,rs_rppos_pos1,rs,rppos,pos1,1,,,1,1
R_2uDJe0McpP9GQHH,1,7,rs_rppos_pos2,rs,rppos,pos2,2,0.803009617991056,1,1,0
R_2uDJe0McpP9GQHH,1,7,rs_rppos_pos3,rs,rppos,pos3,3,,,1,1
R_2uDJe0McpP9GQHH,1,7,rs_rppos_pos4,rs,rppos,pos4,4,0.189941934322079,1,1,0
R_2uDJe0McpP9GQHH,1,7,rs_rpneg_neg4,rs,rpneg,neg4,-4,-0.942227114654618,0,0,0
R_2uDJe0McpP9GQHH,1,7,rs_rpneg_neg3,rs,rpneg,neg3,-3,,,0,1
R_2uDJe0McpP9GQHH,1,7,rs_rpneg_neg2,rs,rpneg,neg2,-2,0.0817684706732527,1,0,0
R_2uDJe0McpP9GQHH,1,7,rs_rpneg_neg1,rs,rpneg,neg1,-1,,,0,1
R_2uDJe0McpP9GQHH,1,7,rs_rpneg_zero,rs,rpneg,zero,0,-0.540509514680212,0,0,0
R_2uDJe0McpP9GQHH,1,7,rs_rpneg_pos1,rs,rpneg,pos1,1,,,0,1
R_2uDJe0McpP9GQHH,1,7,rs_rpneg_pos2,rs,rpneg,pos2,2,0.667988634810442,1,0,0
R_2uDJe0McpP9GQHH,1,7,rs_rpneg_pos3,rs,rpneg,pos3,3,,,0,1
R_2uDJe0McpP9GQHH,1,7,rs_rpneg_pos4,rs,rpneg,pos4,4,,,0,1
R_2CNDsgYCZix6bb9,1,7,rs_all_neg4,rs,all,neg4,-4,0.147040119160682,1,,0
R_2CNDsgYCZix6bb9,1,7,rs_all_neg3,rs,all,neg3,-3,,,,1
R_2CNDsgYCZix6bb9,1,7,rs_all_neg2,rs,all,neg2,-2,-0.127535059078383,0,,0
R_2CNDsgYCZix6bb9,1,7,rs_all_neg1,rs,all,neg1,-1,,,,1
R_2CNDsgYCZix6bb9,1,7,rs_all_zero,rs,all,zero,0,0.956512943087872,1,,0
R_2CNDsgYCZix6bb9,1,7,rs_all_pos1,rs,all,pos1,1,,,,1
R_2CNDsgYCZix6bb9,1,7,rs_all_pos2,rs,all,pos2,2,-0.533459196941145,0,,0
R_2CNDsgYCZix6bb9,1,7,rs_all_pos3,rs,all,pos3,3,,,,1
R_2CNDsgYCZix6bb9,1,7,rs_all_pos4,rs,all,pos4,4,0.304183780349452,1,,0
R_2CNDsgYCZix6bb9,1,7,rs_rppos_neg4,rs,rppos,neg4,-4,,,1,1
R_2CNDsgYCZix6bb9,1,7,rs_rppos_neg3,rs,rppos,neg3,-3,,,1,1
R_2CNDsgYCZix6bb9,1,7,rs_rppos_neg2,rs,rppos,neg2,-2,,,1,1
R_2CNDsgYCZix6bb9,1,7,rs_rppos_neg1,rs,rppos,neg1,-1,,,1,1
R_2CNDsgYCZix6bb9,1,7,rs_rppos_zero,rs,rppos,zero,0,0.956512943087872,1,1,0
R_2CNDsgYCZix6bb9,1,7,rs_rppos_pos1,rs,rppos,pos1,1,,,1,1
R_2CNDsgYCZix6bb9,1,7,rs_rppos_pos2,rs,rppos,pos2,2,-0.686187222749849,0,1,0
R_2CNDsgYCZix6bb9,1,7,rs_rppos_pos3,rs,rppos,pos3,3,,,1,1
R_2CNDsgYCZix6bb9,1,7,rs_rppos_pos4,rs,rppos,pos4,4,0.229063371380367,1,1,0
R_2CNDsgYCZix6bb9,1,7,rs_rpneg_neg4,rs,rpneg,neg4,-4,0.147040119160682,1,0,0
R_2CNDsgYCZix6bb9,1,7,rs_rpneg_neg3,rs,rpneg,neg3,-3,,,0,1
R_2CNDsgYCZix6bb9,1,7,rs_rpneg_neg2,rs,rpneg,neg2,-2,-0.127535059078383,0,0,0
R_2CNDsgYCZix6bb9,1,7,rs_rpneg_neg1,rs,rpneg,neg1,-1,,,0,1
R_2CNDsgYCZix6bb9,1,7,rs_rpneg_zero,rs,rpneg,zero,0,,,0,1
R_2CNDsgYCZix6bb9,1,7,rs_rpneg_pos1,rs,rpneg,pos1,1,,,0,1
R_2CNDsgYCZix6bb9,1,7,rs_rpneg_pos2,rs,rpneg,pos2,2,-0.48254985500491,0,0,0
R_2CNDsgYCZix6bb9,1,7,rs_rpneg_pos3,rs,rpneg,pos3,3,,,0,1
R_2CNDsgYCZix6bb9,1,7,rs_rpneg_pos4,rs,rpneg,pos4,4,0.416864393803078,1,0,0
R_24wPpVMASs53y5j,1,7,rs_all_neg4,rs,all,neg4,-4,,,,1
R_24wPpVMASs53y5j,1,7,rs_all_neg3,rs,all,neg3,-3,-0.152228082824065,0,,0
R_24wPpVMASs53y5j,1,7,rs_all_neg2,rs,all,neg2,-2,,,,1
R_24wPpVMASs53y5j,1,7,rs_all_neg1,rs,all,neg1,-1,0.145972283644017,1,,0
R_24wPpVMASs53y5j,1,7,rs_all_zero,rs,all,zero,0,,,,1
R_24wPpVMASs53y5j,1,7,rs_all_pos1,rs,all,pos1,1,-0.77182006841691,0,,0
R_24wPpVMASs53y5j,1,7,rs_all_pos2,rs,all,pos2,2,,,,1
R_24wPpVMASs53y5j,1,7,rs_all_pos3,rs,all,pos3,3,0.436766292806065,1,,0
R_24wPpVMASs53y5j,1,7,rs_all_pos4,rs,all,pos4,4,,,,1
R_24wPpVMASs53y5j,1,7,rs_rppos_neg4,rs,rppos,neg4,-4,,,1,1
R_24wPpVMASs53y5j,1,7,rs_rppos_neg3,rs,rppos,neg3,-3,0.336363208590371,1,1,0
R_24wPpVMASs53y5j,1,7,rs_rppos_neg2,rs,rppos,neg2,-2,,,1,1
R_24wPpVMASs53y5j,1,7,rs_rppos_neg1,rs,rppos,neg1,-1,0.388439426015541,1,1,0
R_24wPpVMASs53y5j,1,7,rs_rppos_zero,rs,rppos,zero,0,,,1,1
R_24wPpVMASs53y5j,1,7,rs_rppos_pos1,rs,rppos,pos1,1,,,1,1
R_24wPpVMASs53y5j,1,7,rs_rppos_pos2,rs,rppos,pos2,2,,,1,1
R_24wPpVMASs53y5j,1,7,rs_rppos_pos3,rs,rppos,pos3,3,0.392605609047034,1,1,0
R_24wPpVMASs53y5j,1,7,rs_rppos_pos4,rs,rppos,pos4,4,,,1,1
R_24wPpVMASs53y5j,1,7,rs_rpneg_neg4,rs,rpneg,neg4,-4,,,0,1
R_24wPpVMASs53y5j,1,7,rs_rpneg_neg3,rs,rpneg,neg3,-3,-0.291825594656761,0,0,0
R_24wPpVMASs53y5j,1,7,rs_rpneg_neg2,rs,rpneg,neg2,-2,,,0,1
R_24wPpVMASs53y5j,1,7,rs_rpneg_neg1,rs,rpneg,neg1,-1,0.085355498051136,1,0,0
R_24wPpVMASs53y5j,1,7,rs_rpneg_zero,rs,rpneg,zero,0,,,0,1
R_24wPpVMASs53y5j,1,7,rs_rpneg_pos1,rs,rpneg,pos1,1,-0.77182006841691,0,0,0
R_24wPpVMASs53y5j,1,7,rs_rpneg_pos2,rs,rpneg,pos2,2,,,0,1
R_24wPpVMASs53y5j,1,7,rs_rpneg_pos3,rs,rpneg,pos3,3,0.613409027842192,1,0,0
R_24wPpVMASs53y5j,1,7,rs_rpneg_pos4,rs,rpneg,pos4,4,,,0,1
R_1kS3zpeFQsnRj2L,1,7,rs_all_neg4,rs,all,neg4,-4,,,,1
R_1kS3zpeFQsnRj2L,1,7,rs_all_neg3,rs,all,neg3,-3,-0.109636169314668,0,,0
R_1kS3zpeFQsnRj2L,1,7,rs_all_neg2,rs,all,neg2,-2,,,,1
R_1kS3zpeFQsnRj2L,1,7,rs_all_neg1,rs,all,neg1,-1,0.504670838596404,1,,0
R_1kS3zpeFQsnRj2L,1,7,rs_all_zero,rs,all,zero,0,,,,1
R_1kS3zpeFQsnRj2L,1,7,rs_all_pos1,rs,all,pos1,1,-0.132593429333146,0,,0
R_1kS3zpeFQsnRj2L,1,7,rs_all_pos2,rs,all,pos2,2,,,,1
R_1kS3zpeFQsnRj2L,1,7,rs_all_pos3,rs,all,pos3,3,-0.201883840286638,0,,0
R_1kS3zpeFQsnRj2L,1,7,rs_all_pos4,rs,all,pos4,4,,,,1
R_1kS3zpeFQsnRj2L,1,7,rs_rppos_neg4,rs,rppos,neg4,-4,,,1,1
R_1kS3zpeFQsnRj2L,1,7,rs_rppos_neg3,rs,rppos,neg3,-3,,,1,1
R_1kS3zpeFQsnRj2L,1,7,rs_rppos_neg2,rs,rppos,neg2,-2,,,1,1
R_1kS3zpeFQsnRj2L,1,7,rs_rppos_neg1,rs,rppos,neg1,-1,,,1,1
R_1kS3zpeFQsnRj2L,1,7,rs_rppos_zero,rs,rppos,zero,0,,,1,1
R_1kS3zpeFQsnRj2L,1,7,rs_rppos_pos1,rs,rppos,pos1,1,-0.163389167534698,0,1,0
R_1kS3zpeFQsnRj2L,1,7,rs_rppos_pos2,rs,rppos,pos2,2,,,1,1
R_1kS3zpeFQsnRj2L,1,7,rs_rppos_pos3,rs,rppos,pos3,3,-0.980179956727424,0,1,0
R_1kS3zpeFQsnRj2L,1,7,rs_rppos_pos4,rs,rppos,pos4,4,,,1,1
R_1kS3zpeFQsnRj2L,1,7,rs_rpneg_neg4,rs,rpneg,neg4,-4,,,0,1
R_1kS3zpeFQsnRj2L,1,7,rs_rpneg_neg3,rs,rpneg,neg3,-3,-0.109636169314668,0,0,0
R_1kS3zpeFQsnRj2L,1,7,rs_rpneg_neg2,rs,rpneg,neg2,-2,,,0,1
R_1kS3zpeFQsnRj2L,1,7,rs_rpneg_neg1,rs,rpneg,neg1,-1,0.504670838596404,1,0,0
R_1kS3zpeFQsnRj2L,1,7,rs_rpneg_zero,rs,rpneg,zero,0,,,0,1
R_1kS3zpeFQsnRj2L,1,7,rs_rpneg_pos1,rs,rpneg,pos1,1,-0.0863998220308173,0,0,0
R_1kS3zpeFQsnRj2L,1,7,rs_rpneg_pos2,rs,rpneg,pos2,2,,,0,1
R_1kS3zpeFQsnRj2L,1,7,rs_rpneg_pos3,rs,rpneg,pos3,3,0.576412276154147,1,0,0
R_1kS3zpeFQsnRj2L,1,7,rs_rpneg_pos4,rs,rpneg,pos4,4,,,0,1
R_1gRA4BNliad2PSt,1,7,rs_all_neg4,rs,all,neg4,-4,-0.502065904119208,0,,0
R_1gRA4BNliad2PSt,1,7,rs_all_neg3,rs,all,neg3,-3,,,,1
R_1gRA4BNliad2PSt,1,7,rs_all_neg2,rs,all,neg2,-2,-0.0249536571904021,0,,0
R_1gRA4BNliad2PSt,1,7,rs_all_neg1,rs,all,neg1,-1,,,,1
R_1gRA4BNliad2PSt,1,7,rs_all_zero,rs,all,zero,0,0.56634920441739,1,,0
R_1gRA4BNliad2PSt,1,7,rs_all_pos1,rs,all,pos1,1,,,,1
R_1gRA4BNliad2PSt,1,7,rs_all_pos2,rs,all,pos2,2,0.369248250548126,1,,0
R_1gRA4BNliad2PSt,1,7,rs_all_pos3,rs,all,pos3,3,,,,1
R_1gRA4BNliad2PSt,1,7,rs_all_pos4,rs,all,pos4,4,0.0648089454944818,1,,0
R_1gRA4BNliad2PSt,1,7,rs_rppos_neg4,rs,rppos,neg4,-4,-0.641574710318259,0,1,0
R_1gRA4BNliad2PSt,1,7,rs_rppos_neg3,rs,rppos,neg3,-3,,,1,1
R_1gRA4BNliad2PSt,1,7,rs_rppos_neg2,rs,rppos,neg2,-2,,,1,1
R_1gRA4BNliad2PSt,1,7,rs_rppos_neg1,rs,rppos,neg1,-1,,,1,1
R_1gRA4BNliad2PSt,1,7,rs_rppos_zero,rs,rppos,zero,0,0.314637144862234,1,1,0
R_1gRA4BNliad2PSt,1,7,rs_rppos_pos1,rs,rppos,pos1,1,,,1,1
R_1gRA4BNliad2PSt,1,7,rs_rppos_pos2,rs,rppos,pos2,2,0.537056290251563,1,1,0
R_1gRA4BNliad2PSt,1,7,rs_rppos_pos3,rs,rppos,pos3,3,,,1,1
R_1gRA4BNliad2PSt,1,7,rs_rppos_pos4,rs,rppos,pos4,4,0.704864329955,1,1,0
R_1gRA4BNliad2PSt,1,7,rs_rpneg_neg4,rs,rpneg,neg4,-4,-0.455562968719525,0,0,0
R_1gRA4BNliad2PSt,1,7,rs_rpneg_neg3,rs,rpneg,neg3,-3,,,0,1
R_1gRA4BNliad2PSt,1,7,rs_rpneg_neg2,rs,rpneg,neg2,-2,-0.0249536571904021,0,0,0
R_1gRA4BNliad2PSt,1,7,rs_rpneg_neg1,rs,rpneg,neg1,-1,,,0,1
R_1gRA4BNliad2PSt,1,7,rs_rpneg_zero,rs,rpneg,zero,0,0.818061263972546,1,0,0
R_1gRA4BNliad2PSt,1,7,rs_rpneg_pos1,rs,rpneg,pos1,1,,,0,1
R_1gRA4BNliad2PSt,1,7,rs_rpneg_pos2,rs,rpneg,pos2,2,0.201440210844689,1,0,0
R_1gRA4BNliad2PSt,1,7,rs_rpneg_pos3,rs,rpneg,pos3,3,,,0,1
R_1gRA4BNliad2PSt,1,7,rs_rpneg_pos4,rs,rpneg,pos4,4,-0.361894644145864,0,0,0
R_2uImvG5Iq3Zk8bN,1,7,rs_all_neg4,rs,all,neg4,-4,,,,1
R_2uImvG5Iq3Zk8bN,1,7,rs_all_neg3,rs,all,neg3,-3,-0.609818402900959,0,,0
R_2uImvG5Iq3Zk8bN,1,7,rs_all_neg2,rs,all,neg2,-2,,,,1
R_2uImvG5Iq3Zk8bN,1,7,rs_all_neg1,rs,all,neg1,-1,-0.623229593978934,0,,0
R_2uImvG5Iq3Zk8bN,1,7,rs_all_zero,rs,all,zero,0,-1.15917094619039,0,,0
R_2uImvG5Iq3Zk8bN,1,7,rs_all_pos1,rs,all,pos1,1,0.252518050506957,1,,0
R_2uImvG5Iq3Zk8bN,1,7,rs_all_pos2,rs,all,pos2,2,,,,1
R_2uImvG5Iq3Zk8bN,1,7,rs_all_pos3,rs,all,pos3,3,0.755693381182685,1,,0
R_2uImvG5Iq3Zk8bN,1,7,rs_all_pos4,rs,all,pos4,4,,,,1
